Index1,Index2,Active Index,Active,From Centre,From Centre Principal Name,From Product,From Product Principal Name,From Scenario,To Centre,To Centre Principal Name,To Product,To Product Principal Name,To Scenario,Weight,ErrorValidation,ErrorValidationCount
I-0119,L-0004,1.00,1.00,,,,,,MISG1119 - STG CML NSW Property - Sydney CBD,MISG1119,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0120,L-0000,0.00,1.00,MISG1424 - STG CML ACT Property,MISG1424,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0120,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0120,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0120,L-0003,1.00,1.00,,,,,,MISG1424 - STG CML ACT Property,MISG1424,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0120,L-0004,1.00,1.00,,,,,,MISG1424 - STG CML ACT Property,MISG1424,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0121,L-0000,0.00,1.00,MISG1559 - BOM CML Property,MISG1559,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0121,L-0001,1.00,1.00,,,,,,092304 - STG EF 1st Party VIC,092304,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0121,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0121,L-0003,1.00,1.00,,,,,,MISG1559 - BOM CML Property,MISG1559,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0121,L-0004,1.00,1.00,,,,,,MISG1559 - BOM CML Property,MISG1559,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0122,L-0000,0.00,1.00,MISG1562 - STG CML WA Property,MISG1562,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0122,L-0001,1.00,1.00,,,,,,092435 - STG EF 1st Party WA,092435,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0122,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0122,L-0003,1.00,1.00,,,,,,MISG1562 - STG CML WA Property,MISG1562,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0122,L-0004,1.00,1.00,,,,,,MISG1562 - STG CML WA Property,MISG1562,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0123,L-0000,0.00,1.00,MISG1571 - STG CML QLD Property,MISG1571,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0123,L-0001,1.00,1.00,,,,,,092302 - STG EF 1st Party QLD,092302,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0123,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0123,L-0003,1.00,1.00,,,,,,MISG1571 - STG CML QLD Property,MISG1571,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0123,L-0004,1.00,1.00,,,,,,MISG1571 - STG CML QLD Property,MISG1571,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0124,L-0000,0.00,1.00,MICB2024 - WBC CML Property HO,MICB2024,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0124,L-0001,1.00,1.00,,,,,,090145 - WEF EF 1st Party HO,090145,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0124,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0124,L-0003,1.00,1.00,,,,,,MICB2024 - WBC CML Property HO,MICB2024,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0124,L-0004,1.00,1.00,,,,,,MICB2024 - WBC CML Property HO,MICB2024,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0125,L-0000,0.00,1.00,MICB2576 - WBC CML VIC Property,MICB2576,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0125,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0125,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0125,L-0003,1.00,1.00,,,,,,MICB2576 - WBC CML VIC Property,MICB2576,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0125,L-0004,1.00,1.00,,,,,,MICB2576 - WBC CML VIC Property,MICB2576,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0126,L-0000,0.00,1.00,MIRB0899 - WBC CML NSW Property,MIRB0899,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0126,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0126,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0126,L-0003,1.00,1.00,,,,,,MIRB0899 - WBC CML NSW Property,MIRB0899,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0126,L-0004,1.00,1.00,,,,,,MIRB0899 - WBC CML NSW Property,MIRB0899,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0127,L-0000,0.00,1.00,MIRB3024 - WBC CML WA Property,MIRB3024,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0127,L-0001,1.00,1.00,,,,,,090132 - WEF EF 1st Party WA,090132,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0127,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0127,L-0003,1.00,1.00,,,,,,MIRB3024 - WBC CML WA Property,MIRB3024,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0127,L-0004,1.00,1.00,,,,,,MIRB3024 - WBC CML WA Property,MIRB3024,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0128,L-0000,0.00,1.00,MIRE2060 - WBC CML QLD Property,MIRE2060,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0128,L-0001,1.00,1.00,,,,,,090051 - WEF EF 1st Party QLD,090051,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0128,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0128,L-0003,1.00,1.00,,,,,,MIRE2060 - WBC CML QLD Property,MIRE2060,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0128,L-0004,1.00,1.00,,,,,,MIRE2060 - WBC CML QLD Property,MIRE2060,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0129,L-0000,0.00,1.00,MICB2934 - Westpac Commercial Banking NSW & ACT,MICB2934,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0129,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0129,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0129,L-0003,1.00,1.00,,,,,,MICB2934 - Westpac Commercial Banking NSW & ACT,MICB2934,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0129,L-0004,1.00,1.00,,,,,,MICB2934 - Westpac Commercial Banking NSW & ACT,MICB2934,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0130,L-0000,0.00,1.00,MIRM4380 - WBC CML QLD (Brand Parent),MIRM4380,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0130,L-0001,1.00,1.00,,,,,,090051 - WEF EF 1st Party QLD,090051,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0130,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0130,L-0003,1.00,1.00,,,,,,MIRM4380 - WBC CML QLD (Brand Parent),MIRM4380,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0130,L-0004,1.00,1.00,,,,,,MIRM4380 - WBC CML QLD (Brand Parent),MIRM4380,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0131,L-0000,0.00,1.00,MISG1110 - STG CML QLD (Brand Parent),MISG1110,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0131,L-0001,1.00,1.00,,,,,,092302 - STG EF 1st Party QLD,092302,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0131,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0131,L-0003,1.00,1.00,,,,,,MISG1110 - STG CML QLD (Brand Parent),MISG1110,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0131,L-0004,1.00,1.00,,,,,,MISG1110 - STG CML QLD (Brand Parent),MISG1110,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0132,L-0000,0.00,1.00,MI188170 - WBC CML VIC (Brand Parent),MI188170,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0132,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0132,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0132,L-0003,1.00,1.00,,,,,,MI188170 - WBC CML VIC (Brand Parent),MI188170,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0132,L-0004,1.00,1.00,,,,,,MI188170 - WBC CML VIC (Brand Parent),MI188170,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0133,L-0000,0.00,1.00,MISG1104 - BOM CML (Brand Parent),MISG1104,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0133,L-0001,1.00,1.00,,,,,,092304 - STG EF 1st Party VIC,092304,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0133,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0133,L-0003,1.00,1.00,,,,,,MISG1104 - BOM CML (Brand Parent),MISG1104,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0133,L-0004,1.00,1.00,,,,,,MISG1104 - BOM CML (Brand Parent),MISG1104,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0134,L-0000,0.00,1.00,MIRM4400 - WBC CML WA (Brand Parent),MIRM4400,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0134,L-0001,1.00,1.00,,,,,,090132 - WEF EF 1st Party WA,090132,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0134,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0134,L-0003,1.00,1.00,,,,,,MIRM4400 - WBC CML WA (Brand Parent),MIRM4400,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0134,L-0004,1.00,1.00,,,,,,MIRM4400 - WBC CML WA (Brand Parent),MIRM4400,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0135,L-0000,0.00,1.00,MISG1106 - STG CML WA (Brand Parent),MISG1106,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0135,L-0001,1.00,1.00,,,,,,092435 - STG EF 1st Party WA,092435,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0135,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0135,L-0003,1.00,1.00,,,,,,MISG1106 - STG CML WA (Brand Parent),MISG1106,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0135,L-0004,1.00,1.00,,,,,,MISG1106 - STG CML WA (Brand Parent),MISG1106,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0136,L-0000,0.00,1.00,MICB2800 - WBC CML SA/NT (Brand Parent),MICB2800,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0136,L-0001,1.00,1.00,,,,,,090130 - WEF EF 1st Party SANTAS,090130,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0136,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0136,L-0003,1.00,1.00,,,,,,MICB2800 - WBC CML SA/NT (Brand Parent),MICB2800,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0136,L-0004,1.00,1.00,,,,,,MICB2800 - WBC CML SA/NT (Brand Parent),MICB2800,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0137,L-0000,0.00,1.00,MISG1097 - BSA CML (Brand Parent),MISG1097,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0137,L-0001,1.00,1.00,,,,,,092345 - STG EF 1st Party SANTAS,092345,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0137,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0137,L-0003,1.00,1.00,,,,,,MISG1097 - BSA CML (Brand Parent),MISG1097,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0137,L-0004,1.00,1.00,,,,,,MISG1097 - BSA CML (Brand Parent),MISG1097,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0138,L-0000,0.00,1.00,MI731160 - WBC CML HO (Brand Parent),MI731160,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0138,L-0001,1.00,1.00,,,,,,090145 - WEF EF 1st Party HO,090145,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0138,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0138,L-0003,1.00,1.00,,,,,,MI731160 - WBC CML HO (Brand Parent),MI731160,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0138,L-0004,1.00,1.00,,,,,,MI731160 - WBC CML HO (Brand Parent),MI731160,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0139,L-0000,0.00,1.00,MISG1115 -SBG CML HO (Brand Parent),MISG1115,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MISG1115 -SBG CML HO (Brand Parent)"" ValidCode - No Desc",1.00
I-0139,L-0001,1.00,1.00,,,,,,092518 - STG EF 1st Party HO,092518,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0139,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0139,L-0003,1.00,1.00,,,,,,MISG1115 -SBG CML HO (Brand Parent),MISG1115,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MISG1115 -SBG CML HO (Brand Parent)"" ValidCode - No Desc",1.00
I-0139,L-0004,1.00,1.00,,,,,,MISG1115 -SBG CML HO (Brand Parent),MISG1115,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MISG1115 -SBG CML HO (Brand Parent)"" ValidCode - No Desc",1.00
I-0140,L-0000,0.00,1.00,MISG1449 -St George Commercial Banking NSW & ACT,MISG1449,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MISG1449 -St George Commercial Banking NSW & ACT"" ValidCode - No Desc",1.00
I-0140,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0140,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0140,L-0003,1.00,1.00,,,,,,MISG1449 -St George Commercial Banking NSW & ACT,MISG1449,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MISG1449 -St George Commercial Banking NSW & ACT"" ValidCode - No Desc",1.00
I-0140,L-0004,1.00,1.00,,,,,,MISG1449 -St George Commercial Banking NSW & ACT,MISG1449,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MISG1449 -St George Commercial Banking NSW & ACT"" ValidCode - No Desc",1.00
